n,true,quad,mc,qmc,bq,sbq_uni,sbq_uni_m12,sbq_uni_m32,sbq_uni_m52,sbq_gauss,sbq_gauss_m12,sbq_gauss_m32,sbq_gauss_m52
10.0,9.362222582871203e-16,0.03638906634669329,5.61653860549318,0.025414194839326044,0.05068536987470771,0.2632212929715614,0.6544277885870398,0.983440007581747,0.8338747745590918,0.2404210682687166,0.658350110174417,0.9356528479287329,0.7479072636841484
25.0,9.362222582871203e-16,0.01722281310931547,2.499080807020142,0.033648887637502824,0.032241722877651716,0.04218159412368268,0.682167369098968,0.6878668711647841,0.30233599579532294,0.03677487065263506,0.6118139063399946,0.6326351086224469,0.2632743914122822
50.0,9.362222582871203e-16,0.024686065136281868,2.2551956369145625,0.011024228634395516,0.010694133449605785,0.03056867562181183,0.8064966934217259,0.2751274012220868,0.03916176466615706,0.022297687185234238,0.7841215320166877,0.23039584774609131,0.03791423798334668
100.0,9.362222582871203e-16,0.01993760285349642,1.1948078022164454,0.008850478287465382,0.008739034372579479,0.020095558958361282,0.2874209175883424,0.09082773479842104,0.046184803445503964,0.02076807574651889,0.2836423071384754,0.09188150505395078,0.0425445981123283
200.0,9.362222582871203e-16,0.01772458885878106,0.8303651247541214,0.0073236701511541795,0.007627827197813514,0.009800420836746166,0.09728765583446232,0.05698121290586233,0.023789043055439604,0.014715455955716387,0.08830942578169153,0.05817315779413008,0.032974109365417385
300.0,9.362222582871203e-16,0.012100384116982419,0.7690739139338229,0.005870828068713321,0.005997726771125651,0.005194112176936267,0.040333104120979894,0.024164464425157284,0.010785615468312375,0.01514110630493126,0.04256886383186475,0.02934896386627094,0.017781635507575604
400.0,9.362222582871203e-16,0.010662367053535982,0.5803125707517165,0.004955425473323534,0.004958571267335246,0.005833816876525307,0.054217245283302795,0.023436751079194355,0.006714844112977416,0.015302885461394808,0.05857753557861921,0.021896581460654707,0.017646872257335286
500.0,9.362222582871203e-16,0.008653151760265081,0.4238025680948462,0.0036726511913494735,0.0037804924017894033,0.004310359540531314,0.018049867361205615,0.017476773221192152,0.006388850703411378,0.013420227023247022,0.024758572466499984,0.0187411191098011,0.015765142104937808
600.0,9.362222582871203e-16,0.009150765971678323,0.47140131865545926,0.0031666910623079753,0.0032309159780271332,0.004621090151749938,0.040678217213872714,0.0231697210984764,0.011597868673236386,0.013687429277800875,0.04361920519383245,0.02364020616975679,0.020197933202734244
700.0,9.362222582871203e-16,0.006948754392015216,0.7599436946266508,0.003055191877214025,0.003143767275886872,0.0035110752499608105,0.03811113144440379,0.015140877464183262,0.007131278147321742,0.01281616746575515,0.041363309597960814,0.014715049494197375,0.01629343666696744
800.0,9.362222582871203e-16,0.010905895948805717,0.5282771218056675,0.0026673039505827195,0.0026997929877051177,0.0033529447378129462,0.02296460345748665,0.014209187197178046,0.0042503167329346605,0.012614090622840843,0.02793743646066767,0.014919502183749234,0.014684811590133767
900.0,9.362222582871203e-16,0.007058813053066344,0.4499486217990954,0.0024423360809612436,0.00249976791856896,0.0031754395644680027,0.015582380851767406,0.0060459086940521205,0.004772174253887228,0.012867402954137783,0.020859145880223213,0.016532582462733043,0.014453300670462611
1000.0,9.362222582871203e-16,0.006806716684950856,0.3460410882199245,0.0023276294384664163,0.002328039481416718,0.002899795505731999,0.01046510816863701,0.008186889138124025,0.003231290392968181,0.012215992393544583,0.01613763642371412,0.012702832750555157,0.012272779980068855
