n,quad,mc,qmc,bq,sbq_uni,sbq_uni_m12,sbq_uni_m32,sbq_uni_m52,sbq_gauss,sbq_gauss_m12,sbq_gauss_m32,sbq_gauss_m52
10.0,0.7275009702853227,81.29149745515745,0.5080880951569182,1.0133168961195647,2.6097434805707502,13.083513785233752,19.661223316825676,12.64479869264565,4.806569060500732,13.161929997768622,18.70584829611135,14.952383082043523
25.0,0.3443235704014801,30.682783498797022,0.6727185075890103,0.6445860537802305,0.8433068977585693,8.00873682281147,6.69647615277419,4.104601932158845,0.735214084005765,12.231564455537171,11.19745261671628,5.263459451773401
50.0,0.49353111091303375,26.58006225127244,0.2203996374009405,0.2138002768970702,0.6111379985220798,8.576489630082348,5.500428327404305,0.7829335746423599,0.4457819529588043,7.709546317318184,4.6061418885571745,0.7579926524556089
100.0,0.27933986339812666,13.306074112099909,0.1769413779478651,0.1747133582608674,0.4017563545419782,5.74620394031673,1.8158549209568682,0.9233402417892513,0.41520150895337454,5.670660843321103,1.8369222073788882,0.8505641807963109
200.0,0.14708376872106785,9.867651184132356,0.14641697839269935,0.15249777597226946,0.19593291017715764,1.9450035717332192,1.1391852509240359,0.47559758033099975,0.2941957450619607,1.7655081427324943,1.1630149654454214,0.6592281409224792
300.0,0.16382502647438515,10.472129390459923,0.11737133004939936,0.1199083264167519,0.10384222591727207,0.44398866180470037,0.4831031153214648,0.2156292124553128,0.30270547265721826,0.8510493082337467,0.5867531605828386,0.3554957129642502
400.0,0.10147427473707556,8.167124635283177,0.09907033078761734,0.09913322243133305,0.11663139135540639,1.0839271932401247,0.46855445501142323,0.13424514828063575,0.3059398093719291,1.171099405638935,0.4377629287541583,0.35280148623211693
500.0,0.08415989463057123,4.131363521798356,0.07342472817989931,0.07558072153472525,0.08617398199061141,0.3608582834660075,0.3494008160236611,0.1277277916794417,0.26830114540019406,0.49498069889047547,0.3746779927441582,0.3151813808234853
600.0,0.1276520424300955,6.884182146639639,0.06330942372837896,0.06459342722704062,0.09238620021586538,0.8132509422094188,0.46321591270817364,0.23186801861400058,0.27364313185289185,0.8720480432021624,0.4726219893192145,0.4038030506952673
700.0,0.07595605482944924,9.427470363402406,0.06108029906304549,0.06285112461443379,0.07019445420103151,0.7619290047268437,0.30270089760534324,0.1425706205848422,0.2562246081788597,0.8269475116517526,0.2941876189631307,0.3257432018609166
800.0,0.14493312536788563,6.283397049574482,0.05332552898189774,0.05397505941516024,0.06703306226194594,0.4591151402008229,0.28407427039831473,0.08497358843368284,0.2521846282054325,0.5585334874706697,0.2982750975647886,0.2935830938473697
900.0,0.08523622791320937,4.642302721722774,0.04882790483641,0.049976099109568996,0.06348432636944495,0.311527563829521,0.12087159366151343,0.09540671824324129,0.2572489232067935,0.41702220998490613,0.3305242752965903,0.28895465911129325
1000.0,0.09075403923798933,4.047547653388383,0.04653465573465768,0.04654285343452068,0.057973568872308805,0.2092215357846377,0.16367470753051613,0.0646009126412115,0.24422573073544515,0.32262839734635174,0.25395878705310027,0.24536104495051628
