n,quad,mc,qmc,bq,sbq_uni,sbq_uni_m12,sbq_uni_m32,sbq_uni_m52,sbq_gauss,sbq_gauss_m12,sbq_gauss_m32,sbq_gauss_m52
10.0,16.141014795104144,139.74845391813884,98.77543228164492,8.572230541898623,17.03374830165655,24.459353118797843,28.128811364368183,16.436231918459836,10.269821535249068,20.717289212022628,13.401612390837599,4.875116236349383
25.0,16.141014795104144,111.85492542881634,76.57481004764635,9.687096011818841,8.317809117231551,24.629641655828205,17.069292882905636,15.040486845400144,8.525066308879406,18.336215764865408,14.574458238953511,11.084774057250174
50.0,16.141014795104144,91.97465400576156,44.92164415902026,7.806186025698651,14.770809488526274,14.4907284061111,11.661592140220128,10.38435719592265,7.328774111610192,10.709663745885475,10.139841671732581,5.717461750573864
100.0,16.141014795104144,30.244155623467986,31.015382890027336,4.018333972761523,1.9717137347274165,4.156280399838147,2.678955768812441,3.182849563878488,4.041457521095049,6.034737618351159,3.002919197912707,2.411907535221342
250.0,16.141014795104144,26.98231869449529,7.972612675800825,1.223731054143728,1.0295553691636252,1.3977562297938433,1.2266562742756388,1.0958361848503952,2.1396569758707336,1.9902839680046238,1.5605923479897812,1.8625552131661898
500.0,16.141014795104144,28.23127466473148,6.0668325699539425,0.6835421428315964,0.4911409976621388,0.9584746351803094,0.7070074264903693,0.7608794284686053,1.344637440312437,1.4078381725541989,1.4861299778892232,1.564714221985405
750.0,16.141014795104144,24.63641343529899,5.505880919524868,0.7311719248593069,0.4835462213615493,0.508184295610366,0.5080704529559833,0.517539408860685,1.2176408798905032,1.2848145406950484,1.2483223548044229,1.3458769863865645
1000.0,16.141014795104144,11.63886233165871,3.940992180591837,0.409267397189768,0.3644372404207001,0.4430513399383472,0.3935928489023313,0.4052494807247218,1.4081723954182297,1.5285877378435235,1.5138981365875372,1.5209886008656341
