n,true,quad,mc,qmc,bq,gbq_uni,gbq_uni_m12,gbq_uni_m32,gbq_uni_m52,gbq_gauss,gbq_gauss_m12,gbq_gauss_m32,gbq_gauss_m52
10.0,0.0,0.41009026684037964,1.617659355790967,0.5292362461401282,0.4908630215384745,0.5520849622570675,0.9126126615802432,0.6367938880532745,0.5985748956378857,0.5088217126941326,0.923864879779268,0.5958245725821918,0.5603259430856341
25.0,0.0,0.8140279496301881,1.5405882176736274,0.41750145815432077,0.2721444347905891,0.3135606287426842,0.33663937729493665,0.3332842776835655,0.3162332999716162,0.30438708616876503,0.3505844844967378,0.33078534357097916,0.33066434278262624
50.0,0.0,0.5821534694896824,0.9064557257541356,0.18904914122332397,0.06807126749166657,0.06504777587888942,0.2606214721529066,0.11444836282342481,0.06473496692565806,0.0758950258634661,0.24744251337398868,0.12298608887294077,0.08165257214661083
100.0,0.0,0.4382511838589246,0.5401939785142179,0.05013225668045398,0.044677710456278705,0.05574379007473564,0.14008340936791253,0.07653092371362083,0.06309032375694563,0.05113129000434138,0.1201797009571874,0.06135908447479181,0.06202896444358032
200.0,0.0,0.5248726105599746,0.3692126967869538,0.06562797148608047,0.030335315508611172,0.033505341380095706,0.07294720252577397,0.04771915421212832,0.03462138914852756,0.034689691748300874,0.06572185520604733,0.04523448995284229,0.04283486200900987
300.0,0.0,0.4351365685499341,0.470112726866804,0.05693258077533791,0.026269763917565515,0.027763380686659726,0.0543290502555617,0.025826723332885073,0.027161951364067134,0.02483151446162308,0.04421036787765497,0.02498505268076156,0.028306330796355254
400.0,0.0,0.13954242622004567,0.3913788420690041,0.04132198683822156,0.02555674696787889,0.023972733386606278,0.036683566132778685,0.020154297199878626,0.021413462271809926,0.02585634179002273,0.03845510005745906,0.026288683604554115,0.0263388415444436
500.0,0.0,0.2145047143132297,0.22005030883005097,0.029445216831611484,0.017279822754270934,0.016806140869325973,0.023755727833340963,0.015684584377406215,0.016909435227132685,0.020361569633346354,0.023507943356674423,0.022462129383231118,0.023647679255036236
600.0,0.0,0.19951627400388006,0.2231834493363498,0.02468452414847228,0.015425547383773653,0.019160874396067836,0.022178127530040823,0.01963758682166646,0.01930399799927962,0.021430257083029015,0.017113721992048674,0.02355422530366504,0.02525462138856621
700.0,0.0,0.16558410503401247,0.4042986874008153,0.02649966521700011,0.015157174567751236,0.014988104820215098,0.02280187326411217,0.015796125102647832,0.01451099200721636,0.020850268883269664,0.02240984200505249,0.02346198018808025,0.023844281433871385
800.0,0.0,0.19603005757995914,0.2160047435258796,0.024423117787401305,0.012232130153840183,0.015792796825190348,0.024273894126485455,0.015900212655606132,0.015175025320568006,0.01980883621574999,0.021431281428491978,0.020833222840352706,0.022118807844258775
900.0,0.0,0.1652448557963858,0.2536544959669941,0.016812023518238482,0.011313237139830448,0.011352806725428412,0.013298511137378562,0.010367721667035704,0.009296861101406055,0.015704410211229633,0.015434412384375592,0.016496672682895747,0.016778092917630466
1000.0,0.0,0.177910942930054,0.2697229239742278,0.01408138058524537,0.010769720930010745,0.011245905978319875,0.013519292286740862,0.011546865723533552,0.010442395100149817,0.0163076920322607,0.015099062494043606,0.016484952751326748,0.017560519134281607
