n,quad,mc,qmc,bq,sbq_uni,sbq_uni_m12,sbq_uni_m32,sbq_uni_m52,sbq_gauss,sbq_gauss_m12,sbq_gauss_m32,sbq_gauss_m52
10.0,4.620929831418431,18.45933169356794,1.7579409376344788,6.730636908583286,6.796464164490496,7.343556030260338,2.1112036130390477,3.377836428211586,7.236796949073389,5.7878630095296355,2.442700704474329,4.556594071362558
20.0,2.376838809855207e-7,14.188832815315768,2.1865614960394337,3.2916632364368823,3.4401509667793375,3.8856102743199847,2.9973765271327664,3.1259156327875024,3.5001718523023397,4.0095044992943425,3.1454484796974747,3.2482952520647927
30.0,2.376838809855207e-7,8.995278881577278,3.6483961464863848,2.0247970590308855,2.5858233687479895,2.5427361926932153,2.1165311815298793,2.0800444227326453,2.230450814089865,2.493701461618226,1.9301264261905224,1.9114129840919378
40.0,2.376838809855207e-7,7.788573294816539,1.6252106931022479,2.279890036220759,2.15657657108325,1.3851334454332933,1.5175847109408613,1.4885827789162625,2.3185564242392394,1.4279194578404903,1.606001574869747,1.581565668410039
50.0,2.376838809855207e-7,8.828864525746988,0.46949523301191015,1.4727413391003557,1.5648956979030169,1.5565394754712703,1.459984615550362,1.4740983676655481,1.5858926205205992,1.5070822914590531,1.4755986116127282,1.4834387778158518
60.0,2.376838809855207e-7,10.3677551554626,1.9325689066166583,1.6863059141561998,1.6319846629847696,1.6441761487478463,1.5775845620215703,1.6262331099739913,1.6516047843955257,1.6047699757747718,1.6281547455470737,1.6616276739017217
70.0,2.376838809855207e-7,8.068331915286294,0.3449584849450965,1.1936643413557273,1.165316937908829,0.8367587547621657,0.9024037652210822,0.8981936033640363,1.227798537492858,0.8702997645511081,0.9095458466943569,0.9207909403949686
80.0,2.376838809855207e-7,6.799395277621902,0.8792898293431317,0.9784209807044384,1.0223103093887362,0.9208161707756215,1.0152967728301505,1.0029536456611108,1.0294234211563102,0.9637871903027451,1.012401971522147,1.0168049139884452
90.0,2.376838809855207e-7,5.292760414961998,0.7923319822387159,1.0791628019658563,1.1076759910597256,0.7760950449505388,0.9691183050417266,0.9752653324329309,1.132261849455999,0.7740469799227307,0.9805395141886001,0.9897845571626818
100.0,2.376838809855207e-7,7.486574800665139,0.7222454349534716,0.7818468265283393,0.8628870065389865,0.6494669132599045,0.7229500661417374,0.7110464072789278,0.852197360046252,0.5939209316369931,0.6959750472573549,0.6741261631784538
