x,y
2.5,-13.46875
1.25,-3.7958984374999996
3.75,-23.5908203125
0.625,-4.318817138671875
3.125,-17.701995849609375
1.875,-2.671783447265625
4.375,-23.769805908203125
0.3125,-3.854506492614746
2.8125,-15.16306209564209
1.5625,-3.154566764831543
4.0625,-25.135119438171387
0.9375,-4.266903877258301
3.4375,-20.742085456848145
2.1875,-2.6850061416625968
4.6875,-17.32608127593994
0.15625,-3.457478016614914
2.65625,-14.200540512800217
1.40625,-3.477008074522018
3.90625,-24.61397621035576
0.78125,-4.355709880590439
3.28125,-19.193659156560898
2.03125,-2.596923440694808
4.53125,-21.342267125844955
0.46875,-4.149381548166275
2.96875,-16.34107533097267
1.71875,-2.8716284334659576
4.21875,-24.937666088342667
1.09375,-4.070955544710159
3.59375,-22.24924448132515
2.34375,-2.9678201973438254
4.84375,-11.350348025560379
0.078125,-3.2329081436619163
2.578125,-13.805467828176916
1.328125,-3.639505921863019
3.828125,-24.152928262017667
0.703125,-4.3537043100222945
3.203125,-18.435570902191103
1.953125,-2.6162395691499105
4.453125,-22.73310028668493
0.390625,-4.016574050299823
2.890625,-15.726736064068973
1.640625,-3.0054217083379626
4.140625,-25.141103665344417
1.015625,-4.180766331963241
3.515625,-21.507950860075653
2.265625,-2.800387057475745
4.765625,-14.608038428239523
0.234375,-3.666612801142037
2.734375,-14.653532055206597
1.484375,-3.3135791840031734
3.984375,-24.950036478228867
0.859375,-4.326107759959996
3.359375,-19.96631394792348
2.109375,-2.6184393810108295
4.609375,-19.55492738354951
0.546875,-4.250576325692236
3.046875,-17.00144735816866
1.796875,-2.7586350375786424
4.296875,-24.492212140001357
1.171875,-3.941254408098757
3.671875,-22.94958794210106
2.421875,-3.189948515035212
4.921875,-7.499728963710368
0.0390625,-3.117000472237123
2.5390625,-13.629822286282433
1.2890625,-3.718780062597943
3.7890625,-23.883089942362858
0.6640625,-4.340420039341552
3.1640625,-18.065154366166098
1.9140625,-2.6397839607379856
4.4140625,-23.293170812510652
0.3515625,-3.9390093192632776
2.8515625,-15.438322277012048
1.6015625,-3.078418007324217
4.1015625,-25.162341665680287
0.9765625,-4.227011100127129
3.4765625,-21.12713370352867
2.2265625,-2.7363793214026364
4.7265625,-16.031297104171244
0.1953125,-3.5643671051075216
2.6953125,-14.41985974725685
1.4453125,-3.3950790314411274
3.9453125,-24.79920501061133
0.8203125,-4.344750749267405
3.3203125,-19.57884530010051
2.0703125,-2.602303874999051
4.5703125,-20.500910821690923
0.5078125,-4.204037241259357
3.0078125,-16.665843767666956
1.7578125,-2.8121945733146276
4.2578125,-24.747318961279234
1.1328125,-4.008336340164533
3.6328125,-22.605627442797413
2.3828125,-3.071907430974533
4.8828125,-9.502597114158561
0.1171875,-3.346709987061331
2.6171875,-13.995715748431394
1.3671875,-3.5587016501522153
3.8671875,-24.397532707924256
0.7421875,-4.358755651308456
3.2421875,-18.81213813406066
1.9921875,-2.6017570480762506
4.4921875,-22.084537733724574
0.4296875,-4.0868068716081325
2.9296875,-16.02783420556807
1.6796875,-2.936263922281796
4.1796875,-25.067545706086094
1.0546875,-4.128595089685405
3.5546875,-21.882651832100237
2.3046875,-2.8774171482364173
4.8046875,-13.0499120868335
0.2734375,-3.7635291463520844
2.7734375,-14.901354834699305
1.5234375,-3.2331818391394327
4.0234375,-25.063156928197714
0.8984375,-4.300053983723046
3.3984375,-20.354586353321793
2.1484375,-2.645844707993091
4.6484375,-18.498609394562664
0.5859375,-4.288862207002239
3.0859375,-17.3471152773418
1.8359375,-2.7116137035482097
4.3359375,-24.167904922767775
1.2109375,-3.8702527866989835
3.7109375,-23.278799612569856
2.4609375,-3.322169372375356
4.9609375,-5.334629743854748
0.01953125,-3.0585701404042993
2.51953125,-13.54746838171468
1.26953125,-3.7576471698257587
3.76953125,-23.739588684823502
0.64453125,-4.330661756669542
3.14453125,-17.882602087322994
1.89453125,-2.6547654517189576
4.39453125,-23.54160791989034
0.33203125,-3.8975978550142827
2.83203125,-15.299021414887648
1.58203125,-3.116141236153453
4.08203125,-25.154552333172433
0.95703125,-4.247776747127318
3.45703125,-20.9350247697721
2.20703125,-2.7091390426203352
4.70703125,-16.694355780694423
0.17578125,-3.511457071966106
2.67578125,-14.308395749633746
1.42578125,-3.436031673139041
3.92578125,-24.710688316647975
0.80078125,-4.351206187805474
3.30078125,-19.385878274281822
2.05078125,-2.598302497884105
4.55078125,-20.934317161102626
0.48828125,-4.177713075207976
2.98828125,-16.50206007705765
1.73828125,-2.8412190752196693
4.23828125,-24.850315769747795
1.11328125,-4.040236729072603
3.61328125,-22.428847834692533
2.36328125,-3.0181354373262357
4.86328125,-10.445424801603622
0.09765625,-3.2901322605566747
2.59765625,-13.898766780296683
1.34765625,-3.599255331176209
3.84765625,-24.27856471735413
0.72265625,-4.357251757285667
3.22265625,-18.623158362573122
1.97265625,-2.6078283965425717
4.47265625,-22.4202027530946
0.41015625,-4.052628897664363
2.91015625,-15.87573171029635
1.66015625,-2.97032018588925
4.16015625,-25.111111433837323
1.03515625,-4.155393624135286
3.53515625,-21.6961878433749
2.28515625,-2.837251498461227
4.78515625,-13.846240172609212
0.25390625,-3.715777008549594
2.75390625,-14.775689749151752
1.50390625,-3.2732003391020035
4.00390625,-25.011522864736435
0.87890625,-4.3139885110604155
3.37890625,-20.16044591735681
2.12890625,-2.63070223132945
4.62890625,-19.04092346471134
0.56640625,-4.270757129564117
3.06640625,-17.173074585883114
1.81640625,-2.734266007176302
4.31640625,-24.338991985862776
1.19140625,-3.906208658593641
3.69140625,-23.11618727573932
2.44140625,-3.254274120266018
4.94140625,-6.437910077223023
0.05859375,-3.175156240989054
2.55859375,-13.715820324662673
1.30859375,-3.679373742427742
3.80859375,-24.020985283653317
0.68359375,-4.348097847335339
3.18359375,-18.249522515482568
1.93359375,-2.626916517704557
4.43359375,-23.02387730459759
0.37109375,-3.978685169579876
2.87109375,-15.580912633316075
1.62109375,-3.0414828944894907
4.12109375,-25.158018125378476
0.99609375,-4.2046569110361816
3.49609375,-21.31818650320656
2.24609375,-2.766778786329268
4.74609375,-15.336122531455656
0.21484375,-3.616115063680809
2.71484375,-14.534912969586912
1.46484375,-3.3542335535939847
3.96484375,-24.8791244191425
0.83984375,-4.336373665476458
3.33984375,-19.77238445402054
2.08984375,-2.608994430677739
4.58984375,-20.041350292206516
0.52734375,-4.228331301540493
3.02734375,-16.832337475910208
1.77734375,-2.7846387903018694
4.27734375,-24.628134549832794
1.15234375,-3.975319861468051
3.65234375,-22.77930321023905
2.40234375,-3.129168570715591
4.90234375,-8.52099298322446
0.13671875,-3.4025279654388214
2.63671875,-14.096309815716268
1.38671875,-3.5179254398763073
3.88671875,-24.50946244214083
0.76171875,-4.358234518361314
