n,quad,mc,qmc,bq,sbq_uni,sbq_uni_m12,sbq_uni_m32,sbq_uni_m52,sbq_gauss,sbq_gauss_m12,sbq_gauss_m32,sbq_gauss_m52
10.0,0.23132236778223456,15.315161167345368,0.40127676062093615,0.4502849004562657,0.5311121164936922,2.180632801965823,0.5468702979406207,0.47532853648964285,0.455765860128284,0.8810375976004902,0.4554668498462439,0.40294934703209506
20.0,0.21253744378174338,7.525848317001331,0.5378852177181418,0.5036622312074925,0.5626488729757311,1.3296480246679627,0.6301379407226876,0.5340975271935645,0.5127814034790326,0.5352049779545971,0.5909054421948142,0.5196504427964338
30.0,0.1891509870171802,5.080370462897392,0.3453214697188337,0.34943183350166435,0.4472599324328244,0.716850231631185,0.40975058574984835,0.3777136008154932,0.3782638037742358,0.760168406261808,0.36957453501314635,0.3460895830490247
40.0,0.1607155371389497,5.009915856631027,0.190787235766872,0.18332109792165005,0.22813135864444456,0.39208226152821174,0.17050287165006556,0.18035378003497157,0.18752760046715272,0.25891929903202204,0.14589172545578993,0.16844533366355888
50.0,0.1480912995749174,4.653597820966406,0.17406676791150785,0.151941782013071,0.1825942213548553,0.2079966317207902,0.15074912821398345,0.17130090068879145,0.16809941227500239,0.19074742250663662,0.14528256064628237,0.16311709911981215
60.0,0.2156886478083864,4.275620990026639,0.1328809331135364,0.14386382162285716,0.15596982066043294,0.1483290477556988,0.11401394235042203,0.1430971038070421,0.14265974527068215,0.1386352201782191,0.1224728935002188,0.13087024217262583
70.0,0.1422495005979919,4.930832814763412,0.12215617689692813,0.13235672312558175,0.12156573899389286,0.14991830463026531,0.12831876914026027,0.12799466458588105,0.11653011801193097,0.14357676253858215,0.13882769628754071,0.10744878202299153
80.0,0.12932767001956005,2.473869019352694,0.12893062137452957,0.13499092754149866,0.14160574147352054,0.1225876889122784,0.12609141999379442,0.12796248060217966,0.09408543691479151,0.1211905794194583,0.11687935831236745,0.1119875803127784
90.0,0.10281072132662415,4.586572580588782,0.12554477970750189,0.08969796563351595,0.13631145253142188,0.12432495273995141,0.12343912578480778,0.12459538081269193,0.0791902605358224,0.10195906415163118,0.0998157360734211,0.09370116878554581
100.0,0.1176369921840405,3.314228871601373,0.1397443940126122,0.13643450562638512,0.1479882591249802,0.13852785840718354,0.1421962032984236,0.14543266411108732,0.1387956803519751,0.1319871368684816,0.1388310972337165,0.1391084452502358
