x,y
2.529296875,-3.5881902793898064
1.279296875,-3.7382858332438498
3.779296875,-13.812018699647439
0.654296875,-4.335801401040868
3.154296875,-7.973642980043138
1.904296875,-2.6470152717883186
4.404296875,-13.41995760663113
0.341796875,-3.9185171596335806
2.841796875,-5.368257304487003
1.591796875,-3.0971864714200876
4.091796875,-15.159931572667944
0.966796875,-4.237595666642761
3.466796875,-11.031196990922496
2.216796875,-2.722367471275816
4.716796875,-6.366791754650789
0.185546875,-3.538051647864819
2.685546875,-4.363677785494843
1.435546875,-3.4155471830303266
3.935546875,-14.755996016064643
0.810546875,-4.348220620094622
3.310546875,-9.482279144912724
2.060546875,-2.599971180088146
4.560546875,-10.720839409359002
0.498046875,-4.191127590106049
2.998046875,-6.5836074977909504
1.748046875,-2.8265284636967465
4.248046875,-14.800806779562123
1.123046875,-4.024430177600522
3.623046875,-12.517607947269795
2.373046875,-3.0445872521380855
4.873046875,0.021196753346515607
0.107421875,-3.318509129640603
2.607421875,-3.946785237204182
1.357421875,-3.5790113617446475
3.857421875,-14.338905197928995
0.732421875,-4.3582580615754125
3.232421875,-8.717483602659428
1.982421875,-2.6044956663196492
4.482421875,-12.25525700586391
0.419921875,-4.06995500819508
2.919921875,-5.951398865141215
1.669921875,-2.953156054441621
4.169921875,-15.09105658825834
1.044921875,-4.142168988497048
3.544921875,-11.789657076574855
2.294921875,-2.856918949988226
4.794921875,-3.452443772080782
0.263671875,-3.739834310434304
2.763671875,-4.838085975641803
1.513671875,-3.2531407308289593
4.013671875,-15.038598429653717
0.888671875,-4.307245678963369
3.388671875,-10.257527444471776
2.138671875,-2.637909729826929
4.638671875,-8.773351182288165
0.576171875,-4.28006971141545
3.076171875,-7.25979994050536
1.826171875,-2.72272016796083
4.326171875,-14.255717760509611
1.201171875,-3.888340045544424
3.701171875,-13.198010953186127
2.451171875,-3.28777415532673
4.951171875,4.108490292307437
0.068359375,-3.2040905459382714
2.568359375,-3.760187690046479
1.318359375,-3.6594926221062276
3.818359375,-14.087722771624868
0.693359375,-4.351159300437104
3.193359375,-8.342345371471566
1.943359375,-2.6212994984200852
4.443359375,-12.881213814504264
0.380859375,-3.997856022416528
2.880859375,-5.653423913228181
1.630859375,-3.0233376994886214
4.130859375,-15.15116498139949
1.005859375,-4.192900327553872
3.505859375,-11.413244514161562
2.255859375,-2.7831788072137718
4.755859375,-4.976244201708395
0.224609375,-3.6415255294412248
2.724609375,-4.593778390866447
1.474609375,-3.3338772145032456
3.974609375,-14.91573231818964
0.849609375,-4.331474659460383
3.349609375,-9.869312006788988
2.099609375,-2.613368596534001
4.599609375,-9.801541304181029
0.537109375,-4.239710979144348
3.037109375,-6.916571454438582
1.787109375,-2.771437726586356
4.287109375,-14.562300358883277
1.162109375,-3.958414000052272
3.662109375,-12.864887684489787
2.412109375,-3.1591169473074663
4.912109375,1.9846258754216421
0.146484375,-3.4301180426928397
2.646484375,-4.147971255501972
1.396484375,-3.497479285802029
3.896484375,-14.562670240015933
0.771484375,-4.357221177283492
3.271484375,-9.097883368426693
2.021484375,-2.597195956400383
4.521484375,-11.536911215257561
0.458984375,-4.134471191810036
2.958984375,-6.261659024148713
1.708984375,-2.887326092750328
4.208984375,-14.975640390439395
1.083984375,-4.085851861900693
3.583984375,-12.158469505493514
2.333984375,-2.9439480065684895
4.833984375,-1.7888648392818407
0.302734375,-3.8323494697965828
2.802734375,-5.096350601400019
1.552734375,-3.174016089362823
4.052734375,-15.121180942080656
0.927734375,-4.275837993529905
3.427734375,-10.645373181334918
2.177734375,-2.6740881862065455
4.677734375,-7.630435710009378
0.615234375,-4.312111533051876
3.115234375,-7.612461697660848
1.865234375,-2.6810316188107493
4.365234375,-13.876505462610595
1.240234375,-3.814769499410914
3.740234375,-13.514564760050717
2.490234375,-3.430750559298332
4.990234375,6.400042847901631
0.0048828125,-3.0146480658799097
2.5048828125,-3.488089357456274
1.2548828125,-3.7863975033052513
3.7548828125,-13.628487954905395
0.6298828125,-4.321974082792408
3.1298828125,-7.7469580524250565
1.8798828125,-2.66734230604517
4.3798828125,-13.714620438543548
0.3173828125,-3.865433610855759
2.8173828125,-5.196735971812429
1.5673828125,-3.144899233403364
4.0673828125,-15.141043907049905
0.9423828125,-4.2622783548917615
3.4423828125,-10.79038603163913
2.1923828125,-2.6907509638478597
4.6923828125,-7.171044991771579
0.1611328125,-3.4710677261134455
2.6611328125,-4.2271650742052165
1.4111328125,-3.4667662856358974
3.9111328125,-14.638900885434836
0.7861328125,-4.3547684753767575
3.2861328125,-9.241634430606252
2.0361328125,-2.5970260786633457
4.5361328125,-11.242628396107975
0.4736328125,-4.156651230827648
2.9736328125,-6.3810544361894435
1.7236328125,-2.863900868654283
4.2236328125,-14.917266122066096
1.0986328125,-4.063390131153751
3.5986328125,-12.294394993069814
2.3486328125,-2.980076809010411
4.8486328125,-1.1276235057539843
0.0830078125,-3.247268376104386
2.5830078125,-3.828450239956111
1.3330078125,-3.6294760621011037
3.8330078125,-14.18494261722327
0.7080078125,-4.354783653548508
3.2080078125,-8.482329115834489
1.9580078125,-2.6139214453943946
4.4580078125,-12.65697480308671
0.3955078125,-4.025761447865761
2.8955078125,-5.763690056244967
1.6455078125,-2.9965530127442426
4.1455078125,-15.13485086062883
1.0205078125,-4.174559939629147
3.5205078125,-11.555162776883321
2.2705078125,-2.8092961022128957
4.7705078125,-4.420781239065375
0.2392578125,-3.6790320203712374
2.7392578125,-4.6837408853351965
1.4892578125,-3.303455335423818
3.9892578125,-14.966308254856498
0.8642578125,-4.323250255445401
3.3642578125,-10.014835431143437
2.1142578125,-2.621238473353996
4.6142578125,-9.429040425478915
0.5517578125,-4.255815559102387
3.0517578125,-7.044122134957973
1.8017578125,-2.752386309186334
4.3017578125,-14.455550836500464
1.1767578125,-3.93258215735156
3.6767578125,-12.991594938603129
2.4267578125,-3.205696524101966
4.9267578125,2.761888524647734
0.0439453125,-3.1315702982532008
2.5439453125,-3.650979893504746
1.2939453125,-3.708976016156248
3.7939453125,-13.918102734227068
0.6689453125,-4.342534234562414
3.1689453125,-8.111081369929003
1.9189453125,-2.636365902522334
4.4189453125,-13.227827051062354
0.3564453125,-3.9490930757183724
2.8564453125,-5.473663604679621
1.6064453125,-3.069106990643184
4.1064453125,-15.16241488630684
0.9814453125,-4.2215694781693065
3.4814453125,-11.17500487804947
2.2314453125,-2.7436810377277308
4.7314453125,-5.8605451404652396
0.2001953125,-3.5774165657809993
2.7001953125,-4.448287409679501
1.4501953125,-3.384854344998024
3.9501953125,-14.820006735872942
0.8251953125,-4.342835396404616
3.3251953125,-9.627183449466946
2.0751953125,-2.6037218273293714
4.5751953125,-10.388500130466419
0.5126953125,-4.21030188287603
3.0126953125,-6.707216711790244
1.7626953125,-2.805164670870119
4.2626953125,-14.719061786859704
1.1376953125,-4.000184259583653
3.6376953125,-12.64934846641723
2.3876953125,-3.0858944026817934
4.8876953125,0.7391343138851845
0.1220703125,-3.360740021765671
2.6220703125,-4.020522806805295
1.3720703125,-3.5485252943929226
3.8720703125,-14.42618959645167
0.7470703125,-4.358814424315731
3.2470703125,-8.859582888190195
1.9970703125,-2.600613363057752
4.4970703125,-11.996987288138506
0.4345703125,-4.095053479939643
2.9345703125,-6.0663371797233685
1.6845703125,-2.927923189724388
4.1845703125,-15.054474472248748
1.0595703125,-4.121679457373452
3.5595703125,-11.928961372636953
2.3095703125,-2.887979425692114
4.8095703125,-2.8453381339966963
0.2783203125,-3.7752377896693963
2.7783203125,-4.933315095075492
1.5283203125,-3.2232434908470307
4.0283203125,-15.07447522207905
0.9033203125,-4.29629141613099
3.4033203125,-10.40309945920648
2.1533203125,-2.650087327428073
4.6533203125,-8.35852096341704
0.5908203125,-4.29306314040837
3.0908203125,-7.390989893622694
1.8408203125,-2.706228405108326
4.3408203125,-14.122273851164032
1.2158203125,-3.8611299724333805
3.7158203125,-13.318793690452758
2.4658203125,-3.339703474761044
4.9658203125,4.947776040552366
0.0244140625,-3.0731961880707344
2.5244140625,-3.567715635816195
1.2744140625,-3.7479851539495947
3.7744140625,-13.77597089563724
0.6494140625,-4.33329674884592
3.1494140625,-7.928062707758296
1.8994140625,-2.6508261095284755
4.3994140625,-13.481420005697396
0.3369140625,-3.9081104630807557
2.8369140625,-5.333535319867077
1.5869140625,-3.1066412366900193
4.0869140625,-15.157609434051292
0.9619140625,-4.242737032045365
3.4619140625,-10.983138558446822
2.2119140625,-2.7156557351267683
4.7119140625,-6.531558986140192
0.1806640625,-3.5247885204221303
2.6806640625,-4.335924126110508
1.4306640625,-3.4257880371426332
3.9306640625,-14.733601368872538
0.8056640625,-4.349774175711782
3.3056640625,-9.434056678721726
2.0556640625,-2.599054360574536
4.5556640625,-10.828379193145448
0.4931640625,-4.184483261110638
2.9931640625,-6.54274698898251
1.7431640625,-2.833829834802539
4.2431640625,-14.826054405294993
1.1181640625,-4.032369874916691
3.6181640625,-12.473318283375246
2.3681640625,-3.0312530536714863
4.8681640625,-0.21330528961771478
0.1025390625,-3.3043418084622074
2.6025390625,-3.922661965323708
1.3525390625,-3.5891421932586334
3.8525390625,-14.308946193875112
0.7275390625,-4.35781864206542
3.2275390625,-8.67027863318749
1.9775390625,-2.6060883364777485
4.4775390625,-12.338446442232634
0.4150390625,-4.061350929642013
2.9150390625,-5.913468720407546
1.6650390625,-2.96170478750265
4.1650390625,-15.101512077359539
1.0400390625,-4.14882541859664
3.5400390625,-11.74297980134464
2.2900390625,-2.8469817153003394
4.7900390625,-3.6504274290526926
0.2587890625,-3.727850388654967
2.7587890625,-4.806778510003748
1.5087890625,-3.2631586105837105
4.0087890625,-15.025371885869088
0.8837890625,-4.310673518807373
3.3837890625,-10.208987947073448
2.1337890625,-2.63421551440255
4.6337890625,-8.908027737844387
0.5712890625,-4.275478367894816
3.0712890625,-7.216362666406535
1.8212890625,-2.7284388009173695
4.3212890625,-14.297917683726478
1.1962890625,-3.897302241552533
3.6962890625,-13.157226082059406
2.4462890625,-3.270912405990411
4.9462890625,3.8339873263060085
0.0634765625,-3.1896370111905865
2.5634765625,-3.7378899279667506
1.3134765625,-3.669446994415454
3.8134765625,-14.054542764301901
0.6884765625,-4.349693224165196
3.1884765625,-8.295882509069646
1.9384765625,-2.624038960590825
4.4384765625,-12.953221842566892
0.3759765625,-3.988326829411039
2.8759765625,-5.617067691187844
1.6259765625,-3.032382316439157
4.1259765625,-15.154988775743435
1.0009765625,-4.1988262187695
3.5009765625,-11.36575760347596
2.2509765625,-2.7748781393043362
4.7509765625,-5.1572180163785095
0.2197265625,-3.6288600426801905
2.7197265625,-4.564234438890781
1.4697265625,-3.3440487548226248
3.9697265625,-14.897713072000288
0.8447265625,-4.333982925107153
3.3447265625,-9.820837467209872
2.0947265625,-2.6110949333239706
4.5947265625,-9.922290805638301
0.5322265625,-4.234085311343978
3.0322265625,-6.874373454935056
1.7822265625,-2.7779891080144976
4.2822265625,-14.595744839475191
1.1572265625,-3.9668991829399993
3.6572265625,-12.822203678311002
2.4072265625,-3.1440325713778225
4.9072265625,1.7305701446331199
0.1416015625,-3.4163509593383052
2.6416015625,-4.1220269658093995
1.3916015625,-3.5077061362561914
3.8916015625,-14.536301060245394
0.7666015625,-4.357790281933862
3.2666015625,-9.050088023789643
2.0166015625,-2.597568935811326
4.5166015625,-11.631937819249092
0.4541015625,-4.126831442386762
2.9541015625,-6.222224337519353
1.7041015625,-2.8952935412731646
4.2041015625,-14.9932311333142
1.0791015625,-4.093180813302043
3.5791015625,-12.112853411029137
2.3291015625,-2.9323312705800806
4.8291015625,-2.0046837604708987
0.2978515625,-3.8211215496776303
2.7978515625,-5.063314375705434
1.5478515625,-3.1837952053090266
4.0478515625,-15.113181107928769
0.9228515625,-4.280145149691978
3.4228515625,-10.596968181937772
2.1728515625,-2.6689133191522405
4.6728515625,-7.779777727493299
0.6103515625,-4.308562872061603
3.1103515625,-7.567893522530713
1.8603515625,-2.6858361708168017
4.3603515625,-13.928038304831663
1.2353515625,-3.824137296828726
3.7353515625,-13.47598702435113
2.4853515625,-3.412090032501342
4.9853515625,6.104175845110774
0.0146484375,-3.043935327750373
2.5146484375,-3.5274483634722715
1.2646484375,-3.7672706900943322
3.7646484375,-13.702877316332827
0.6396484375,-4.327896352241678
3.1396484375,-7.837263120797215
1.8896484375,-2.6588320804674446
4.3896484375,-13.600530936796812
0.3271484375,-3.886980231690697
2.8271484375,-5.264716377348006
1.5771484375,-3.1256851290510186
4.0771484375,-15.150767551963892
0.9521484375,-4.252714043940384
3.4521484375,-10.886859114067416
2.2021484375,-2.702816571579657
4.7021484375,-6.855194304403081
0.1708984375,-3.498058785334732
2.6708984375,-4.281092939051658
1.4208984375,-3.446276791144808
3.9208984375,-14.687263090814465
0.7958984375,-4.352516202160499
3.2958984375,-9.337746643101493
2.0458984375,-2.597714537876211
4.5458984375,-11.038664155962717
0.4833984375,-4.17081741028525
2.9833984375,-6.461548122839955
1.7333984375,-2.8486948715162415
4.2333984375,-14.873599273574168
1.1083984375,-4.048029726599079
3.6083984375,-12.38420093626345
2.3583984375,-3.0052338811013577
4.8583984375,-0.6751753402703251
0.0927734375,-3.275882287632254
2.5927734375,-3.875099738283649
1.3427734375,-3.609349521644486
3.8427734375,-14.24776650011459
0.7177734375,-4.356557135467011
3.2177734375,-8.576125139074048
1.9677734375,-2.609714701971125
4.4677734375,-12.500536145082815
0.4052734375,-4.043789540807478
2.9052734375,-5.838188900592553
1.6552734375,-2.9790009139792746
4.1552734375,-15.119862490458257
1.0302734375,-4.161872705877767
3.5302734375,-11.649285106244559
2.2802734375,-2.8277276188554588
4.7802734375,-4.039894856098197
0.2490234375,-3.703615351138933
2.7490234375,-4.744820219952499
1.4990234375,-3.2832645875402697
3.9990234375,-14.997058114407263
0.8740234375,-4.317190036114266
3.3740234375,-10.111904447134133
2.1240234375,-2.627368933922366
4.6240234375,-9.172049858773402
0.5615234375,-4.265906140705408
3.0615234375,-7.129937371850372
1.8115234375,-2.7402005125490065
4.3115234375,-14.378949652512244
1.1865234375,-3.9150581860176428
3.6865234375,-13.074899317783558
2.4365234375,-3.237858951820056
4.9365234375,3.2927838026969205
0.0537109375,-3.160650202871939
2.5537109375,-3.6939788292763938
1.3037109375,-3.689271641696014
3.8037109375,-13.987055817985055
0.6787109375,-4.3463729957963055
3.1787109375,-8.203267563737558
1.9287109375,-2.6299309864119955
4.4287109375,-13.09319009557466
0.3662109375,-3.968931803192352
2.8662109375,-5.544959664273354
1.6162109375,-3.050638093317237
4.1162109375,-15.160260585522526
0.9912109375,-4.21039156863056
3.4912109375,-11.27053490759575
2.2412109375,-2.758879994760793
4.7412109375,-5.5129702545269375
0.2099609375,-3.6032919222408184
2.7099609375,-4.505814385750104
1.4599609375,-3.3644302943265423
3.9599609375,-14.85997284727215
0.8349609375,-4.338646341524954
3.3349609375,-9.723955866749737
2.0849609375,-2.6070660860507253
4.5849609375,-10.158730931062326
0.5224609375,-4.222449208686887
3.0224609375,-6.79046503210184
1.7724609375,-2.7913854775065845
4.2724609375,-14.659478180948145
1.1474609375,-3.9836749714451583
3.6474609375,-12.736190837442042
2.3974609375,-3.1145245090219085
4.8974609375,1.2299225756392609
0.1318359375,-3.3886507011358775
2.6318359375,-4.070819972664769
1.3818359375,-3.528135917666934
3.8818359375,-14.482160365156634
0.7568359375,-4.358553521442052
3.2568359375,-8.954695185882034
2.0068359375,-2.5987828588661763
4.5068359375,-11.817452957571565
0.4443359375,-4.11118522837558
2.9443359375,-6.143908046121742
1.6943359375,-2.911459049954492
4.1943359375,-15.025660553306924
1.0693359375,-4.107595473832821
3.5693359375,-12.021184729962219
2.3193359375,-2.9097335500027874
4.8193359375,-2.4295088686953967
0.2880859375,-3.798371985799382
2.7880859375,-4.997884324950552
1.5380859375,-3.203455656406536
4.0380859375,-15.0951554990036
0.9130859375,-4.288436132396247
3.4130859375,-10.500077026064819
2.1630859375,-2.659127412719645
4.6630859375,-8.07285071730863
0.6005859375,-4.30107393565297
3.1005859375,-7.479164253829571
1.8505859375,-2.695799984261133
4.3505859375,-14.0275167299578
1.2255859375,-3.842731635553808
3.7255859375,-13.397956850778062
2.4755859375,-3.375446165949005
4.9755859375,5.520591524554813
0.0341796875,-3.1024134594097825
2.5341796875,-3.6088924534372575
1.2841796875,-3.7285504029283136
